ip	port	hostnames	org	country	isp
50.112.11.209	80	ec2-50-112-11-209.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
138.199.173.179	4000	static.179.173.199.138.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
218.13.152.7	4000		CHINANET Guangdong province network	CN	CHINANET-BACKBONE
46.51.202.67	443	avallain.net;ec2-46-51-202-67.eu-west-1.compute.amazonaws.com	Amazon Web Services, Elastic Compute Cloud, EC2, EU	IE	Amazon.com, Inc.
45.38.249.10	4000		EGIHosting	US	EGIHosting
54.189.186.58	80	ec2-54-189-186-58.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
43.210.175.157	80	ec2-43-210-175-157.ap-southeast-7.compute.amazonaws.com	Amazon.com, Inc.	TH	Amazon.com, Inc.
52.41.60.50	80	ec2-52-41-60-50.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.251.54.185	443	litellm-alianza-demo.eastus2.cloudapp.azure.com	Microsoft Corporation	US	Microsoft Corporation
178.104.115.238	4000	static.238.115.104.178.clients.your-server.de	EE Limited	GB	
115.120.90.25	80	ecs-115-120-90-25.compute.hwclouds-dns.com	Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co)	CN	Huawei Cloud Service data center
47.130.15.205	80	ec2-47-130-15-205.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
131.145.19.123	80		Microsoft Corporation	GB	Microsoft Corporation
52.42.223.209	80	ec2-52-42-223-209.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
158.160.208.26	443	litellm.logicbpm.ru	Yandex.Cloud LLC	RU	Yandex.Cloud LLC
52.33.19.142	80	ec2-52-33-19-142.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
47.131.87.107	443	ec2-47-131-87-107.ap-southeast-1.compute.amazonaws.com;llm.xinyeatom.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
44.250.78.39	80	ec2-44-250-78-39.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
100.20.46.153	80	ec2-100-20-46-153.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.236.162.33	80	ec2-44-236-162-33.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
161.248.3.138	4000		FPT Smart Cloud Japan Co., Ltd	JP	FPT Smart Cloud Japan Co., Ltd
178.156.139.78	4000	static.78.139.156.178.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
18.200.62.169	443	ec2-18-200-62-169.eu-west-1.compute.amazonaws.com;dev-joyia-web-llmgw.t1d-joyia.aws.route71.net	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
4.155.249.233	80		Microsoft Corporation	US	Microsoft Corporation
52.42.231.71	80	ec2-52-42-231-71.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.76.141.176	443	ec2-3-76-141-176.eu-central-1.compute.amazonaws.com;dev.theblockbrain.io	A100 ROW GmbH	DE	Amazon.com, Inc.
35.226.107.170	80	170.107.226.35.bc.googleusercontent.com	Google LLC	US	Google LLC
35.167.247.181	80	ec2-35-167-247-181.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.83.174.244	443	ec2-35-83-174-244.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
116.118.47.139	4000		ADSL service	VN	Webico Company Limited
52.33.182.142	80	ec2-52-33-182-142.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
172.171.96.98	80		Microsoft Limited	US	Microsoft Corporation
34.216.67.215	80	ec2-34-216-67-215.us-west-2.compute.amazonaws.com	Netflix Inc	US	Amazon.com, Inc.
47.253.177.201	80		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
52.32.147.51	80	ec2-52-32-147-51.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.76.245.169	80	ec2-54-76-245-169.eu-west-1.compute.amazonaws.com	Amazon Technologies Inc.	IE	Amazon.com, Inc.
16.145.129.229	80	ec2-16-145-129-229.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
103.204.95.220	80		ECON TELECOMMUNICATIONS PRIVATE LIMITED	IN	ECON TELECOMMUNICATIONS PRIVATE LIMITED
35.84.137.238	80	ec2-35-84-137-238.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
52.32.187.93	80	ec2-52-32-187-93.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
144.91.122.172	4000	vmd190464.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
52.33.121.48	80	ec2-52-33-121-48.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
95.81.100.185	4000	openclaw.ai	Hamara System Tabriz Engineering Company	IR	ANDISHE SABZ KHAZAR CO. P.J.S.
54.161.102.212	80	ec2-54-161-102-212.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.20.97.116	80	ec2-52-20-97-116.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
18.190.220.241	443	ec2-18-190-220-241.us-east-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
4.193.138.36	4000		Microsoft Corporation	SG	Microsoft Corporation
34.11.118.62	80	62.118.11.34.bc.googleusercontent.com	Google LLC	US	Google LLC
36.139.42.99	4000		China Mobile Communications Corporation	CN	Hebei Mobile Communication Company Limited
46.137.53.183	443	litellm.gitlab.internal.kiiro.dev;ec2-46-137-53-183.eu-west-1.compute.amazonaws.com	Amazon Web Services, Elastic Compute Cloud, EC2, EU	IE	Amazon.com, Inc.
47.88.50.157	3498		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
52.72.58.192	80	ec2-52-72-58-192.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
185.189.44.217	443	ip-185-189-44-217.006.ptr.cherryservers.net;raven.so	UAB Cherry Servers	SE	UAB Cherry Servers
52.36.190.190	80	ec2-52-36-190-190.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
38.55.176.51	80		PEG TECH INC	US	AROSSCLOUD INC.
4.155.80.152	80		Microsoft Corporation	US	Microsoft Corporation
35.80.109.40	80	ec2-35-80-109-40.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
95.216.124.247	4321	static.247.124.216.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
44.230.167.199	80	ec2-44-230-167-199.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
104.248.0.159	80		DigitalOcean, LLC	US	DigitalOcean, LLC
43.206.36.40	80	ec2-43-206-36-40.ap-northeast-1.compute.amazonaws.com	Amazon.com, Inc.	JP	Amazon.com, Inc.
52.13.139.165	80	ec2-52-13-139-165.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
34.214.21.209	80	ec2-34-214-21-209.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
35.81.0.33	80	ec2-35-81-0-33.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
52.27.16.134	80	ec2-52-27-16-134.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
44.194.43.88	80	ec2-44-194-43-88.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
35.163.100.147	80	ec2-35-163-100-147.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.149.87.185	443	185.87.149.34.bc.googleusercontent.com;litellm.entegrisdv.com	Google LLC	US	Google LLC
192.227.243.22	4000	192-227-243-22-host.colocrossing.com	Saswata Mukherjee	US	HostPapa
35.155.105.253	80	ec2-35-155-105-253.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
4.155.249.171	80		Microsoft Corporation	US	Microsoft Corporation
35.82.157.243	80	ec2-35-82-157-243.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.155.73.180	80	ec2-35-155-73-180.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
173.230.132.59	57780	173-230-132-59.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
54.203.120.195	80	ec2-54-203-120-195.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.41.53.98	80	98.53.41.34.bc.googleusercontent.com	Google LLC	US	Google LLC
44.238.185.230	80	ec2-44-238-185-230.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.150.71.3	80	ec2-54-150-71-3.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
35.83.32.194	80	ec2-35-83-32-194.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.81.156.10	80	ec2-35-81-156-10.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
52.88.187.42	80	ec2-52-88-187-42.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
37.60.234.18	4000	vmi2993701.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
44.241.39.188	80	ec2-44-241-39-188.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
100.23.226.78	80	ec2-100-23-226-78.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.95.122.251	80	251.122.95.34.bc.googleusercontent.com	Google LLC	US	Google LLC
52.26.61.95	80	ec2-52-26-61-95.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
35.155.118.159	80	ec2-35-155-118-159.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.121.36.211	80	211.36.121.34.bc.googleusercontent.com	Google LLC	US	Google LLC
52.10.90.162	80	ec2-52-10-90-162.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.149.87.246	80	ec2-54-149-87-246.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
4.155.81.55	80		Microsoft Corporation	US	Microsoft Corporation
34.218.93.224	80	ec2-34-218-93-224.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
4.155.81.8	80		Microsoft Corporation	US	Microsoft Corporation
34.208.148.110	80	ec2-34-208-148-110.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.68.243.55	80	ec2-54-68-243-55.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
32.195.188.49	80	ec2-32-195-188-49.compute-1.amazonaws.com	Amazon.com, Inc.	US	
44.198.124.7	80	ec2-44-198-124-7.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
52.36.28.233	80	ec2-52-36-28-233.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
172.235.174.215	12189	172-235-174-215.ip.linodeusercontent.com	Linode	NL	Akamai Connected Cloud
54.190.245.13	80	ec2-54-190-245-13.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.225.61.52	80	ec2-44-225-61-52.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
184.73.7.228	443	ec2-184-73-7-228.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
4.223.120.137	80		Microsoft Corporation	SE	Microsoft Corporation
4.155.74.40	80		Microsoft Corporation	US	Microsoft Corporation
52.32.80.232	80	ec2-52-32-80-232.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
35.153.244.240	80	ec2-35-153-244-240.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
44.230.145.176	80	ec2-44-230-145-176.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.230.186.131	80	ec2-44-230-186-131.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
47.237.134.235	9754		Alibaba Cloud LLC	SG	Alibaba (US) Technology Co., Ltd.
4.155.81.51	80		Microsoft Corporation	US	Microsoft Corporation
35.160.234.33	80	ec2-35-160-234-33.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
4.155.252.135	80		Microsoft Corporation	US	Microsoft Corporation
34.42.120.255	80	255.120.42.34.bc.googleusercontent.com	Google LLC	US	Google LLC
54.163.43.252	80	ec2-54-163-43-252.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
35.78.255.249	80	ec2-35-78-255-249.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
44.224.75.133	80	ec2-44-224-75-133.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.227.129.239	80	ec2-44-227-129-239.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
85.239.238.59	4000	vmi3184409.contaboserver.net	Contabo GmbH	US	Nubes, LLC
198.46.200.50	4000	198-46-200-50-host.colocrossing.com	HostPapa	US	HostPapa
34.246.241.178	80	ec2-34-246-241-178.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
54.203.112.45	80	ec2-54-203-112-45.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.84.40.214	80	ec2-35-84-40-214.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
173.212.244.210	4000	vmi3179061.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
119.13.111.169	9800	ecs-119-13-111-169.compute.hwclouds-dns.com	Huawei Cloud Singapore Region	SG	HUAWEI CLOUDS
35.80.155.79	80	ec2-35-80-155-79.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.241.173.48	80	ec2-44-241-173-48.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.189.65.67	443	ec2-54-189-65-67.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.230.27.242	80	ec2-44-230-27-242.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
47.237.67.224	443	api.dramar.ai;www.api.dramar.ai	Alibaba Cloud LLC	SG	Alibaba (US) Technology Co., Ltd.
128.199.165.212	4000	mobgsm.com	DigitalOcean, LLC	SG	DigitalOcean, LLC
54.186.155.100	80	ec2-54-186-155-100.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.241.124.159	80	ec2-44-241-124-159.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
43.99.18.4	80		Alibaba Cloud (Singapore) Private Limited	HK	Alibaba (US) Technology Co., Ltd.
4.155.86.241	80		Microsoft Corporation	US	Microsoft Corporation
44.229.85.41	80	ec2-44-229-85-41.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.235.121.144	80	ec2-44-235-121-144.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.83.39.29	80	ec2-35-83-39-29.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.85.191.90	80	ec2-35-85-191-90.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.69.75.238	80	ec2-54-69-75-238.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
35.170.93.45	80	ec2-35-170-93-45.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
57.129.35.145	80		OVH GmbH	DE	OVH SAS
34.214.167.209	80	ec2-34-214-167-209.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
50.112.93.121	80	ec2-50-112-93-121.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
100.21.2.43	80	ec2-100-21-2-43.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.197.3.202	80	ec2-44-197-3-202.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
35.80.152.72	80	ec2-35-80-152-72.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
4.155.87.126	80		Microsoft Corporation	US	Microsoft Corporation
4.155.80.230	80		Microsoft Corporation	US	Microsoft Corporation
118.69.82.87	4000		FPT Telecom	VN	FPT Telecom Company
54.205.55.56	80	ec2-54-205-55-56.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
172.235.174.215	9015	172-235-174-215.ip.linodeusercontent.com	Linode	NL	Akamai Connected Cloud
52.34.158.4	80	ec2-52-34-158-4.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.198.93.153	80	ec2-54-198-93-153.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
13.215.255.184	80	ec2-13-215-255-184.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
68.203.8.190	4000	syn-068-203-008-190.res.spectrum.com	Charter Communications Inc	US	Charter Communications Inc
13.229.170.178	80	ec2-13-229-170-178.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
44.236.50.121	80	ec2-44-236-50-121.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
4.233.104.178	80		Microsoft Corporation	FR	Microsoft Corporation
34.215.63.87	80	ec2-34-215-63-87.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
44.227.149.20	80	ec2-44-227-149-20.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
103.252.73.106	4000		XOR CLOUD JOINT STOCK COMPANY	VN	VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
44.193.233.152	80	ec2-44-193-233-152.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
98.94.126.110	443	api.pentesterflow.com;ec2-98-94-126-110.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
43.201.146.185	80	ec2-43-201-146-185.ap-northeast-2.compute.amazonaws.com	Amazon.com, Inc.	KR	Amazon.com, Inc.
3.226.145.68	443	litellm.leadlabs.app;temporal.leadlabs.app;ec2-3-226-145-68.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
54.148.19.41	80	ec2-54-148-19-41.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
44.252.150.37	80	ec2-44-252-150-37.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
194.163.135.86	4000	vmi2671680.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
4.155.75.19	80		Microsoft Corporation	US	Microsoft Corporation
44.224.195.162	80	ec2-44-224-195-162.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.168.124.74	80	ec2-54-168-124-74.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
172.188.97.10	8020		Microsoft Limited	SG	Microsoft Corporation
54.183.53.254	80	ec2-54-183-53-254.us-west-1.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
194.163.154.56	4000	vmi2666069.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
44.232.18.52	80	ec2-44-232-18-52.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
44.231.64.221	80	ec2-44-231-64-221.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
52.27.228.62	80	ec2-52-27-228-62.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.253.42.1	80	ec2-54-253-42-1.ap-southeast-2.compute.amazonaws.com	Amazon Technologies Inc.	AU	Amazon.com, Inc.
98.87.251.100	80	ec2-98-87-251-100.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
54.218.57.60	80	ec2-54-218-57-60.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.237.136.80	80	ec2-54-237-136-80.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.68.195.207	80	ec2-54-68-195-207.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
173.255.236.226	12209	173-255-236-226.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
54.145.229.118	80	ec2-54-145-229-118.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
54.213.245.94	80	ec2-54-213-245-94.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
47.252.2.107	80		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
52.11.124.54	80	ec2-52-11-124-54.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
184.34.160.118	80	ec2-184-34-160-118.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
52.89.110.41	80	ec2-52-89-110-41.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
102.211.29.244	4000		DataKeepers (Pty) Ltd	ZA	DataKeepers (Pty) Ltd
52.11.154.45	80	ec2-52-11-154-45.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
44.206.94.114	443	ec2-44-206-94-114.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
95.217.21.70	80	static.70.21.217.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
100.21.16.173	80	ec2-100-21-16-173.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
163.192.59.34	443	covalentml.com	Oracle Corporation	US	
5.9.20.39	4000	static.39.20.9.5.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
5.161.247.102	443	static.102.247.161.5.clients.your-server.de;llm.giantflares.com	Hetzner Online GmbH	US	Hetzner Online GmbH
54.200.21.184	80	ec2-54-200-21-184.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.69.60.30	80	ec2-54-69-60-30.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
14.21.166.228	4000		CHINANET Guangdong province network	CN	CHINANET-BACKBONE
154.17.13.84	4000	Host-By.DMIT.com	DMIT Cloud Services	US	DMIT Cloud Services
38.207.170.101	443	ai4sdlc.top	VMISS Inc.	US	NetLab Global
38.175.201.15	4000	undefined.hostname.localhost	Crunchbits LLC	US	Cogent Communications
52.40.196.13	80	ec2-52-40-196-13.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
104.248.211.112	4000		DigitalOcean, LLC	US	DigitalOcean, LLC
82.223.144.215	11434		arsys.es	ES	IONOS SE
100.52.2.92	443	ec2-100-52-2-92.compute-1.amazonaws.com;dev.amaginow.tv	Amazon.com, Inc.	US	Amazon.com, Inc.
44.254.1.15	80	ec2-44-254-1-15.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
35.158.70.212	443	ec2-35-158-70-212.eu-central-1.compute.amazonaws.com;chat.genai.fra.aws.tipico.com;litellm.genai.fra.aws.tipico.com;genai.fra.aws.tipico.com	A100 ROW GmbH	DE	Amazon.com, Inc.
106.55.228.167	443	ziyalin.com	Tencent cloud computing (Beijing) Co., Ltd.	CN	Shenzhen Tencent Computer Systems Company Limited
47.245.56.168	443	thundersoft.com	Alibaba Cloud - JP	JP	Alibaba (US) Technology Co., Ltd.
52.62.203.95	80	ec2-52-62-203-95.ap-southeast-2.compute.amazonaws.com	Amazon Technologies Inc.	AU	Amazon.com, Inc.
184.33.58.22	80	ec2-184-33-58-22.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.69.56.70	80	ec2-54-69-56-70.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
8.136.216.197	4000		Aliyun Computing Co.LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
